Opportunity_ID,Target
10689,0.5798203670192554
10690,0.5798203670192554
10691,0.7298239057991921
10692,0.7630156254075545
10693,0.7888714938426807
10694,0.7888714938426807
10695,0.7356597834610146
10696,0.7356597834610146
10697,0.7270249925941977
10698,0.8600356975766984
10699,0.8013263031731374
10700,0.8398472559069692
10701,0.8881633033341487
10702,0.9337024282907672
10703,0.8246795059233296
10704,0.937223912696018
10705,0.803106366497186
10706,0.22984924315490574
10707,0.07980379914080171
10708,0.20334495909260308
10709,0.8379417706088212
10710,0.5622529074677193
10711,0.5622529074677193
10712,0.8840747655941009
10713,0.5542476804061837
10714,0.595288633816323
10715,0.6462107431398117
10716,0.8103183380867683
10717,0.4516655226644348
10718,0.725904694179314
10719,0.7053169501286737
10720,0.5461417908681593
10721,0.243638639799443
10722,0.9221814985209157
10723,0.9056099200209629
10724,0.9091047037457806
10725,0.826764853257795
10726,0.5873706682208233
10727,0.31988042466915867
10728,0.774001746812108
10729,0.7513492837675056
10730,0.9653709203959306
10731,0.6423678986270025
10732,0.5609134008897831
10733,0.5609134008897831
10734,0.26947717652304526
10735,0.8405512240596764
10736,0.8845670971843992
10737,0.6621172026150821
10738,0.6733623930015746
10739,0.6837448182925232
10740,0.4018645431686514
10741,0.8409776769455466
10742,0.7116258749232417
10743,0.46642938408847257
10744,0.35809375335681626
10745,0.35809375335681626
10746,0.35809375335681626
10747,0.35809375335681626
10748,0.6837448182925232
10749,0.7523314002661852
10750,0.4393210360063816
10751,0.4080964309741142
10752,0.4080964309741142
10753,0.5600309247357932
10754,0.7960110828556051
10755,0.7533217424681764
10756,0.9046220999794975
10757,0.023144819712302978
10758,0.08634602962250149
10759,0.007728686805558049
10760,0.0030971234051925256
10761,0.8534833408473826
10762,0.7491471292889076
10763,0.7463855749561582
10764,0.7628604274987394
10765,0.3516664396125895
10766,0.8198073600818915
10767,0.8050828836551486
10768,0.5669324216370185
10769,0.780728426712879
10770,0.11554498738259278
10771,0.006229061560010574
10772,0.7903304911558687
10773,0.6034880956767853
10774,0.1349123567145999
10775,0.046864614520731984
10776,0.16821400878773507
10777,0.7503247797079955
10778,0.8551613517549553
10779,0.6706203555899098
10780,0.9196867314290651
10781,0.867068149134852
10782,0.397320830249021
10783,0.24122438381994105
10784,0.7065054846768805
10785,0.35117198875172717
10786,0.002326158943673051
10787,0.8757484914991795
10788,0.4836249887444465
10789,0.005519830570733464
10790,0.41089559507713136
10791,0.6993535123871406
10792,0.4786203966112348
10793,0.9312571862351883
10794,0.9312571862351883
10795,0.7628604274987394
10796,0.650446182348026
10797,0.7125643288075416
10798,0.8082307303626783
10799,0.896652540273126
10800,0.8726538325737164
10801,0.2272744797641496
10802,0.8526910171076868
10803,0.008955090589859216
10804,0.9301876266091209
10805,0.0014144472772034122
10806,0.9354637538212178
10807,0.45359606863571766
10808,0.539141127633024
10809,0.7638759361265415
10810,0.014451648931315675
10811,0.015985900571533374
10812,0.746918524032544
10813,0.002443354470538117
10814,0.0022569983932467785
10815,0.7829692674418604
10816,0.7992336740444718
10817,0.050015989234028946
10818,0.89549270555681
10819,0.017851432485145424
10820,0.9227903798619396
10821,0.009799138895257076
10822,0.004241440009804753
10823,0.9075125595756601
10824,0.010998523177071617
10825,0.6586026890569036
10826,0.7891733356868497
10827,0.8676122959520844
10828,0.8302589465499107
10829,0.6848341491667159
10830,0.7267610263774719
10831,0.7291309673642693
10832,0.4818296598533467
10833,0.13512102940564952
10834,0.01186205327020351
10835,0.46282657093520707
10836,0.8649873463224029
10837,0.6778659443234575
10838,0.8671401814882012
10839,0.027285330527232143
10840,0.360979609071159
10841,0.015487163352395306
10842,0.8899517781301455
10843,0.8899517781301455
10844,0.8326853893007188
10845,0.9444952336927432
10846,0.4618737629362082
10847,0.4599219670834387
10848,0.008501439480442463
10849,0.5299503000010702
10850,0.48578932030883903
10851,0.10412845767239898
10852,0.8027777305642069
10853,0.5642656488769786
10854,0.812980928559912
10855,0.7357101815726083
10856,0.6879921576651972
10857,0.49295129494009293
10858,0.5999421547373602
10859,0.008501108077662911
10860,0.16934559071130306
10861,0.001329655696239107
10862,0.46172429192074305
10863,0.24585845051803712
10864,0.9690336769105717
10865,0.943067918067953
10866,0.008835054468944059
10867,0.01596632725382441
10868,0.7816684698349714
10869,0.03648955825012379
10870,0.6042202262021378
10871,0.9430470293696459
10872,0.001709532094490207
10873,0.3490109292156369
10874,0.8050828836551486
10875,0.9451896790692657
10876,0.7062348076815195
10877,0.9835041479673047
10878,0.7848426920529613
10879,0.04777852318468867
10880,0.04319933744393556
10881,0.7792797630987205
10882,0.32580223730207303
10883,0.2078491845913727
10884,0.3298317645442841
10885,0.66115117091248
10886,0.6023152768712969
10887,0.11110053769387285
10888,0.7867593334825362
10889,0.7463855749561582
10890,0.7867593334825362
10891,0.7628604274987394
10892,0.33020009226096336
10893,0.03263324477390139
10894,0.8332527998076117
10895,0.8574294143980483
10896,0.8198073600818915
10897,0.6900882189799392
10898,0.0070721032687727226
10899,0.46290906729846526
10900,0.8043159239834284
10901,0.8933653185708035
10902,0.38618133643415
10903,0.00366244933522486
10904,0.8670708640662563
10905,0.9494429238277223
10906,0.8022303866080709
10907,0.6468451008710577
10908,0.003633494855002084
10909,0.9504713236958614
10910,0.0031735112431883206
10911,0.9189337141794275
10912,0.7229312826614477
10913,0.8510051537221991
10914,0.06943709539958332
10915,0.7612163137200114
10916,0.7302935193824498
10917,0.5768043552838233
10918,0.7505953905416243
10919,0.030580287696932773
10920,0.8839532900671435
10921,0.8185083197613887
10922,0.26257095172089406
10923,0.6892720172071434
10924,0.7105575325398197
10925,0.7890828880940517
10926,0.009964845504767172
10927,0.016017009392238934
10928,0.8574103837625151
10929,0.765705301913413
10930,0.709498380057592
10931,0.8687372476175886
10932,0.8850047638695921
10933,0.7476137483508226
10934,0.6351232941990863
10935,0.5559227346660673
10936,0.6423179650671802
10937,0.008528928767871924
10938,0.08145176389545505
10939,0.7337593580419899
10940,0.8851953594890153
10941,0.002703335544772867
10942,0.004507284095867536
10943,0.004756419650155053
10944,0.0029728848095822435
10945,0.10500194034208676
10946,0.8237877131425481
10947,0.3087116456400121
10948,0.4470757435630417
10949,0.5452165556791662
10950,0.007735698464921725
10951,0.005175447641464603
10952,0.8671946008449694
10953,0.05960464284378586
10954,0.8234724349110762
10955,0.10246527163904495
10956,0.033593578585485284
10957,0.08178324992515928
10958,0.026403954988675316
10959,0.007771139052723419
10960,0.9434008679110572
10961,0.7582888211416705
10962,0.02011378499698524
10963,0.004438434447719963
10964,0.7527549087365903
10965,0.006086819030881263
10966,0.9423355517243585
10967,0.8789146308991708
10968,0.0037884075176973786
10969,0.9257877444160749
10970,0.019031505088886624
10971,0.6525725887511472
10972,0.1840843579943776
10973,0.40624664706612856
10974,0.251061602943365
10975,0.8199409574322338
10976,0.7215742981934218
10977,0.9015641881882991
10978,0.8657378164970053
10979,0.8081185005568217
10980,0.6132214350546132
10981,0.4064568191049249
10982,0.19172446349859684
10983,0.23633419246738474
10984,0.04231833372009075
10985,0.0058984332325277
10986,0.6925758768491543
10987,0.8945998868438185
10988,0.2957079297768329
10989,0.07925769330343313
10990,0.11325248326674275
10991,0.027009142905312644
10992,0.005940680111311547
10993,0.9405977861499439
10994,0.012457777752693522
10995,0.5916270154064297
10996,0.36514187459092784
10997,0.030270786390407145
10998,0.9315007719383605
10999,0.7611274449549338
11000,0.018464930190461137
11001,0.2093221504640581
11002,0.6510612317180081
11003,0.03191563294061028
11004,0.6875097823396469
11005,0.38583423850880694
11006,0.8743380058743253
11007,0.7640232806535809
11008,0.037732637675362835
11009,0.7192165732590798
11010,0.577695933777786
11011,0.5199564413697817
11012,0.8958761980521017
11013,0.5765491205575253
11014,0.9536894869280617
11015,0.5149556972011718
11016,0.008019124069995276
11017,0.7138190264312879
11018,0.18437630495414914
11019,0.5712072136769444
11020,0.011378803621988953
11021,0.7575835367698462
11022,0.8777681359447647
11023,0.810510855595693
11024,0.3863617645785373
11025,0.9580623928430133
11026,0.9580623928430133
11027,0.9447745403324096
11028,0.6596206689449624
11029,0.9200823523960888
11030,0.65461732115814
11031,0.9495906946681314
11032,0.18446801080497433
11033,0.827060426344118
11034,0.008479793867392948
11035,0.006676177949192619
11036,0.389955895843472
11037,0.840279628219946
11038,0.8293309573971687
11039,0.7904520871728837
11040,0.07146637911150433
11041,0.8602373516637908
11042,0.750449167114089
11043,0.39697807054389267
11044,0.3414966518942285
11045,0.002933827692857105
11046,0.3952473601894093
11047,0.6493958082651733
11048,0.6853694986072348
11049,0.08641381782025304
11050,0.41700426488685305
11051,0.85414681224986
11052,0.007409277443231166
11053,0.010692010179258582
11054,0.019425700651533706
11055,0.4384464463571085
11056,0.021760017596804127
11057,0.69067370213097
11058,0.008494731299067526
11059,0.2513260553033203
11060,0.15179832938253368
11061,0.2082074519287932
11062,0.004448844579559408
11063,0.7282526431545757
11064,0.6863547300946788
11065,0.6086857304558567
11066,0.9003447575290838
11067,0.8301466336880275
11068,0.8964789806875856
11069,0.029319636095644586
11070,0.7786690590425287
11071,0.04948172532759876
11072,0.8658050618939124
11073,0.8015591530456404
11074,0.4632594435057562
11075,0.4891499070011638
11076,0.7226144627417374
11077,0.49146536246314965
11078,0.37784686371861986
11079,0.5438999905766146
11080,0.3031883614464578
11081,0.5741175231643377
11082,0.013675388552396583
11083,0.0033887237252280267
11084,0.005073898558892398
11085,0.6229693953368223
11086,0.749975884945272
11087,0.6580788031963829
11088,0.010201883382063182
11089,0.012003452062917419
11090,0.0015905601532782976
11091,0.7831732201659202
11092,0.7993489743838219
11093,0.5255733681217468
11094,0.674022250521027
11095,0.8550417027586164
11096,0.8836439936349116
11097,0.1610376931351667
11098,0.0593770867044523
11099,0.4968353540221546
11100,0.6397075293334389
11101,0.375022844487208
11102,0.639941505224798
11103,0.4239647699330782
11104,0.744115749536835
11105,0.008922567901012868
11106,0.009870569132784168
11107,0.04912463883767859
11108,0.9487077456044806
11109,0.8179156226886518
11110,0.7535193025076532
11222,0.5566155797601917
11223,0.8953661860943837
11224,0.8953661860943837
11225,0.0394950694826699
11226,0.8684095319465012
11227,0.00361820749548869
11228,0.3146566704513677
11229,0.6112655154642261
11230,0.907731053042264
11231,0.5803278341214649
11232,0.2819912938322261
11233,0.8489272938272657
11234,0.8702015892852045
11235,0.007225167759958406
11236,0.8482672553721291
11237,0.11907157912923594
11238,0.8219891033942046
11239,0.006169433079961761
11240,0.012330883703036477
11241,0.7180734804175432
11242,0.8662227890020092
11243,0.14343550367747282
11244,0.016080140838041768
11245,0.8848735188989255
11246,0.020918748692176026
11247,0.0026393733896925564
11248,0.5914340665230002
11249,0.9699390551794191
11250,0.04947430657970531
11251,0.5224190742893073
11252,0.4242932311514258
11253,0.7174659027351743
11254,0.5757871469429027
11255,0.6911505326638835
11256,0.8062309433591377
11257,0.0026982622573775705
11258,0.0024428938126880295
11259,0.9330718855970785
11260,0.941350506999527
11261,0.10912264871396005
11262,0.7615585322053201
11263,0.9056576049884103
11264,0.5109666019535362
11265,0.009756807436891446
11266,0.000968036761320179
11267,0.9216658659614376
11268,0.9299213069736875
11269,0.02670380555981
11270,0.08380682412085294
11271,0.4705294356075528
11272,0.4955165894456254
11273,0.8534403485566927
11274,0.9552112227630128
11275,0.8651305282427323
11276,0.7684818693987022
11277,0.815159303717669
11278,0.6670166982391588
11279,0.03146076785825447
11280,0.43657649433446144
11281,0.4217048714927043
11282,0.6606992371285401
11283,0.2481311976201297
11284,0.15813425467267173
11285,0.6794363762622231
11286,0.14949699647372117
11287,0.8626704512728159
11288,0.49894614653288816
11289,0.4239647699330782
11290,0.3500883133839956
11291,0.16668383456383185
11292,0.014613251871861355
11293,0.7865756638846566
11294,0.054107573689951116
11295,0.5796756988045065
11296,0.014575964866992197
11297,0.0008478167740806342
11298,0.4372533760875662
11299,0.9597628041691967
11300,0.33346720850630907
11301,0.7731243803500804
11302,0.5745752247632514
11303,0.8238801027208775
11304,0.8447527191642976
11305,0.011131876022550058
11306,0.015372668477292128
11307,0.015502804854113372
11308,0.9215571872087764
11309,0.8190307028103955
11310,0.556430490620402
11311,0.579950723885535
11312,0.4503935767084526
11313,0.4602022959143961
11314,0.02191962703758954
11315,0.8079860955274986
11316,0.9140323982085333
11317,0.08208115495118484
11318,0.728994206473326
11319,0.9653071875907089
11320,0.8779496819806875
11321,0.3480835398144966
